time,x_master,y_master,z_master,x_slave,y_slave,z_slave,error_x,error_y,error_z
7.91,-9.589811641421765,-6.7345274206701555,31.560535987145816,-9.29737720515005,-6.343597218433384,31.33746661895209,0.29243443627171395,0.39093020223677133,-0.2230693681937268
7.92,-9.298873003342992,-6.342876221747136,31.339174507388826,-8.998599111516345,-5.9883281853301416,31.069204765943457,0.300273891826647,0.3545480364169942,-0.2699697414453688
7.93,-9.000087449797764,-5.987597129314668,31.070860592644244,-8.696298848903083,-5.671649356006521,30.76035743257361,0.3037886008946806,0.3159477733081477,-0.3105031600706347
7.94,-8.697779659741377,-5.670908843744139,30.761963241433367,-8.394545790426942,-5.394667952347866,30.417216610402793,0.3032338693144343,0.2762408913962737,-0.34474663103057424
7.95,-8.396019008600135,-5.393918492461863,30.418774349841435,-8.09707982424232,-5.15753468849791,30.04582422807991,0.2989391843578151,0.2363838039639523,-0.37295012176152653
7.96,-8.098545386271574,-5.156776705006167,30.047335738550558,-7.807259944092004,-4.9596160835342795,29.651848334267818,0.29128544217957053,0.1971606214718875,-0.3954874042827399
7.97,-7.808717787789775,-4.958849926215611,29.65331533989922,-7.528034384744342,-4.79966998541333,29.240504879366668,0.28068340304543327,0.15917994080228048,-0.4128104605325511
7.98,-7.529484448864411,-4.798895940177669,29.241928983382916,-7.261930002459266,-4.676013363516675,28.81651891599511,0.2675544464051445,0.12288257666099422,-0.42541006738780496
7.99,-7.26337222643466,-4.6752316623799235,28.817901599438887,-7.011057935799764,-4.586674675178343,28.384117724109423,0.25231429063489585,0.08855698720158056,-0.43378387532946405
8.0,-7.01249225955444,-4.58588550555229,28.3854603473328,-6.777132280854005,-4.52952612609246,27.947048114990313,0.23535997870043524,0.05635937945983027,-0.43841223234248616
8.01,-6.778558644674801,-4.5287296392006215,27.948351921360953,-6.56149850760773,-4.502393684973477,27.508610678441045,0.2170601370670706,0.026335954227144853,-0.4397412429199079
8.02,-6.562916852064262,-4.501590003289745,27.509876799730648,-6.365168551728503,-4.503144675063568,27.07170471395032,0.19774830033575963,-0.0015546717738237348,-0.4381720857803266
8.03,-6.3665788176300975,-4.502333898739716,27.07293417691566,-6.188859862147547,-4.52975414666932,26.638878778490298,0.17771895548255046,-0.02742024792960418,-0.434055398425361
8.04,-6.190261990527824,-4.5289363589696805,26.64007251221566,-6.033036103747465,-4.5803520981865695,26.212383002504893,0.15722588678035887,-0.05141573921688902,-0.4276895097107669
8.05,-6.034430035868677,-4.579527369985002,26.21354184614019,-5.897947654371157,-4.653254052858802,25.794220446581125,0.13648238149752068,-0.07372668287379991,-0.4193213995590632
8.06,-5.899333331741815,-4.6524224462765975,25.795345157176346,-5.78367045896628,-4.746977618152218,25.38619572455567,0.11566287277553489,-0.09455517187562013,-0.4091494326206764
8.07,-5.785047823366805,-4.746139189428558,25.38728698475563,-5.690142186819857,-4.860247550614324,24.989959877015778,0.09490563654694739,-0.1141083611857665,-0.39732710773985147
8.08,-5.691511180332129,-4.859402352305716,24.99101830243632,-5.617194967167557,-4.991991602979802,24.60705104390401,0.07431621316457182,-0.13258925067408533,-0.3839672585323086
8.09,-5.6185555322051455,-4.991139685583967,24.608077190060826,-5.564584248812755,-5.141329105979074,24.238930875072178,0.05397128339239021,-0.1501894203951073,-0.36914631498864736
8.1,-5.565936328149403,-5.140470519073988,24.2399252437755,-5.532013541324683,-5.307553881615072,23.887016860145064,0.0339227868247205,-0.16708336254108413,-0.3529083836304352
8.11,-5.533357078119278,-5.306688674596788,23.887979905307926,-5.519154953137308,-5.490112729808235,23.552710882742726,0.01420212498196971,-0.18342405521144745,-0.33526902256519975
8.12,-5.52048989095409,-5.489240952303002,23.55364301557785,-5.5256655517568,-5.688580397003936,23.237424335618684,-0.005175660802710702,-0.199339444700934,-0.3162186799591673
8.13,-5.52699183458004,-5.687702099021839,23.23832592922007,-5.551199640567611,-5.902631636020851,22.94260009502958,-0.024207805987570552,-0.21492953699901118,-0.2957258341904918
8.14,-5.552517212810351,-5.901746867910341,22.94347148835068,-5.595417082873814,-6.132010708051785,22.66973156214095,-0.0428998700634633,-0.2302638401414443,-0.273739926209732
8.15,-5.5967258893805925,-6.131119520307555,22.67057306339264,-5.657987814076179,-6.376498464158835,22.420378849179322,-0.06126192469558678,-0.24537894385127945,-0.25019421421331955
8.16,-5.659287800119992,-6.37560090712968,22.42119073867887,-5.738592674122916,-6.635876977456694,22.1961820269539,-0.07930487400292385,-0.2602760703270137,-0.22500871172497128
8.17,-5.7398837853969145,-6.63497310099557,22.19696455946156,-5.836920671038135,-6.9098915813146125,21.99887116381081,-0.09703688564122093,-0.27491848031904276,-0.1980933956507478
8.18,-5.83820285364288,-6.908981434409994,21.999624570394456,-5.95266275859772,-7.198210107533912,21.83027267772238,-0.11445990495484004,-0.289228673123918,-0.16935189267207562
8.19,-5.9539359590251095,-7.197293737959951,21.830997167193363,-6.085502183169094,-7.500379117911481,21.692311296260797,-0.13156622414398456,-0.30308537995153007,-0.1386858709325658
8.2,-6.0867663482844145,-7.499456571934137,21.69300705622685,-6.2351014325892535,-7.8157769918267865,21.587006677945354,-0.148335084304839,-0.3163204198926497,-0.10600037828149667
8.21,-6.236356509613178,-7.8148483140041005,21.58767387552931,-6.401085810345246,-8.143563883160535,21.51646349998176,-0.16472930073206804,-0.32871556915643474,-0.0712103755475475
8.22,-6.402331746838027,-8.1426291162773,21.51710228225887,-6.583023668463484,-8.482628805988671,21.48285357358776,-0.18069192162545722,-0.3399996897113713,-0.03424870867110741
8.23,-6.5842604123140545,-8.481687991168675,21.483464067799893,-6.780403370351205,-8.831534465422518,21.488388327682383,-0.19614295803715098,-0.34984647425384274,0.004924259882489679
8.24,-6.781630869774407,-8.83058764246494,21.48897064129486,-6.992607128997495,-9.188460932332697,21.53527983260426,-0.21097625922308794,-0.3578732898677579,0.04630919130940114
8.25,-6.993825332543209,-9.18750814032261,21.53583405328086,-7.218881985479909,-9.551149879244253,21.625688456819717,-0.22505665293669974,-0.3636417389216433,0.08985440353885821
8.26,-7.220090842058408,-9.550191157489824,21.62621465240368,-7.458308366469343,-9.916851851486651,21.761655313029152,-0.2382175244109348,-0.36666069399682755,0.13544066062547344
8.27,-7.459507825397717,-9.91588724083657,21.76215353163271,-7.709766894892934,-10.28227992958352,21.9450179201442,-0.25025906949521737,-0.3663926887469504,0.18286438851149
8.28,-7.710956905967892,-10.281309474176387,21.945488190465838,-7.971904429587325,-10.643574109306279,22.177308059128134,-0.26094752361943296,-0.3622646351298915,0.23181986866229565
8.29,-7.973084943189961,-10.642597858797602,22.177750391134634,-8.243100676720486,-10.996281715429198,22.459631712800633,-0.2700157335305251,-0.35368385663159607,0.281881321665999
8.3,-8.244271643958681,-10.99529972772989,22.460046098928267,-8.521437138570835,-11.335360062647338,22.792532324542332,-0.277165494612154,-0.3400603349174478,0.3324862256140655
8.31,-8.52259851146465,-11.33437240718847,22.79291874158628,-8.80467062249737,-11.655208222338315,23.175840435822625,-0.28207211103272023,-0.32083581514984516,0.3829216942363445
8.32,-8.805822354212042,-11.65421498384905,23.176198847692355,-9.090213987587441,-11.949734937729424,23.60851506581156,-0.2843916333753995,-0.29551995388037433,0.4323162181192046
8.33,-9.09135603271728,-11.948736220477507,23.60884542732872,-9.37512720311497,-12.21246920477325,24.08848489702792,-0.2837711703976886,-0.26373298429574277,0.479639469699201
8.34,-9.376259518019426,-12.211465137170245,24.088787158927474,-9.656122056985772,-12.436718541713754,24.61250023759666,-0.2798625389663467,-0.2252534045435084,0.5237130786691857
8.35,-9.657244600176222,-12.435709281131826,24.612774352856423,-9.929583892773103,-12.615777281571852,25.176009516730115,-0.2723392925968806,-0.18006800044002524,0.5632351638736921
8.36,-9.930696625345465,-12.61476301915848,25.176255448294338,-10.19161347127601,-12.743183215098313,25.773076267517382,-0.2609168459305451,-0.12842019593983345,0.5968208192230442
8.37,-10.192716357380322,-12.742164180315568,25.77329399739311,-10.438091353212812,-12.81301564733663,26.39635357651952,-0.24537499583249023,-0.07085146702106293,0.6230595791264086
8.38,-10.43918436054652,-12.811992111900228,26.396543116110603,-10.664766016987974,-12.820221733547097,27.037132205311014,-0.22558165644145411,-0.008229621646869134,0.6405890892004109
8.39,-10.665849117295476,-12.819194014406927,27.037293606717387,-10.867365245165233,-12.760951473342402,27.685475465124934,-0.20151612786975726,0.058242541064524644,0.6481818584075469
8.4,-10.868438414722487,-12.759919934340878,27.685608832984165,-11.04172819919959,-12.632875922858279,28.330448143798023,-0.17328978447710242,0.12704401148259947,0.6448393108138575
8.41,-11.042791419260096,-12.631840974734736,28.33055364709722,-11.183953214802324,-12.435459210852011,28.960438452517142,-0.14116179554222796,0.19638176388272477,0.6298848054199233
8.42,-11.185006471979934,-12.4344213093362,28.96051633567655,-11.29055395050276,-12.170154015664021,29.56356173866499,-0.10554747852282631,0.2642672936721784,0.6030454029884389
8.43,-11.291597237068085,-12.169113657519555,29.56361233111344,-11.358614449279896,-11.84049321593081,30.128123845731253,-0.06701721221181067,0.32862044158874504,0.5645115146178128
