time,x_master,y_master,z_master,dx_master,dy_master,dz_master,x_slave,y_slave,z_slave,error_x,error_y,error_z
0.68,-6.700445295720916,-8.500920256007065,25.035135739417395,-18.004749602861487,-11.364990531264722,-9.800410833118526,-18.20260502067104,-11.811321859935001,-5.366227683238622,-11.502159724950124,-3.310401603927936,-30.40136342265602
0.69,-6.877449079261405,-8.619673888017186,24.949882393299855,-17.422248087557808,-12.357354637821722,-7.251651470788914,-17.62526694400153,-12.787874549628919,-2.9582477655985997,-10.747817864740126,-4.168200661611733,-27.908130158898455
0.7,-7.049361664866412,-8.747486448748264,24.890081627509474,-16.98124783881852,-13.175452907150193,-4.709355370947492,-17.18892947756595,-13.588699686293976,-0.5573849011503688,-10.139567812699537,-4.841213237545713,-25.44746652865984
0.71,-7.217444028555315,-8.88257573956318,24.85567820192124,-16.651317110078647,-13.81139084583668,-2.1723153087560547,-16.862804580617986,-14.20583086834804,1.8322051652718034,-9.645360552062671,-5.32325512878486,-23.023473036649435
0.72,-7.382663742773483,-9.023080968199306,24.84660915202957,-16.40417225425823,-14.257343311905728,0.3567483066222934,-16.61827538487878,-14.631406091082274,4.20306168641735,-9.235611642105296,-5.6083251228829685,-20.64354746561222
0.73,-7.545715456465824,-9.167063640511726,24.86276535530819,-16.213481840459025,-14.505616308499322,2.8713461884600235,-16.428697665958367,-14.857728970619318,6.5445208880389405,-8.882982209492543,-5.690665330107592,-18.318244467269253
0.74,-7.707039562093896,-9.312509715170195,24.903954442885333,-16.054701530762998,-14.548835879557585,5.361335616172909,-16.269233827444506,-14.877458733460065,8.842801954911728,-8.562194265350609,-5.5649490182898695,-16.061152487973605
0.75,-7.866839401973929,-9.457334236257397,24.969864778018852,-15.904948342834677,-14.380252921332916,7.813023532709778,-16.116727959951067,-14.683917393019708,11.081105311593912,-8.249888557977137,-5.226583156762311,-13.88875946642494
0.76,-8.025097442932285,-9.599389544382614,25.060030533438184,-15.742921014503288,-13.994151904021614,10.209288397167342,-15.949628622798778,-14.271501695390363,13.239751522493473,-7.924531179866493,-4.672112151007749,-11.820279010944711
0.77,-8.181590906017254,-9.736478034987437,25.17379820961502,-15.548871289701829,-13.386348831796012,12.529751588716579,-15.747964073009717,-13.636184718522912,15.296388486102092,-7.566373166992463,-3.8997066835354754,-9.877409723512926
0.78,-8.33590737613549,-9.86637026563309,25.310295239236165,-15.304628894976009,-12.554759489244905,14.751028035011643,-15.493372569371267,-12.776087688458224,17.226292904325827,-7.157465193235778,-2.9097174228251337,-8.084002334910338
0.79,-8.487460932804082,-9.98682899755858,25.468401609139242,-14.993680647544991,-11.500013442421777,16.847083335002097,-15.169187985443623,-11.692096955473282,19.0027888453173,-6.681727052639541,-1.7052679579147014,-6.465612763821941
0.8,-8.63550933451777,-10.095639479828119,25.64672568448164,-14.601301453103481,-10.226082838511587,18.789720474030815,-14.760578200784295,-10.388494616522731,20.597801160564504,-6.125068866266524,-0.2928551366946124,-5.048924523917137
0.81,-8.779172751838393,-10.190645941522977,25.843585620991053,-14.114731896845836,-8.740888416344877,20.549212850808217,-14.254730591827364,-8.873564626357338,21.982554216161482,-5.475557839988971,1.3170813151656393,-3.8610314048295713
0.82,-8.917454474708018,-10.269793850605428,26.056997876099814,-13.523393758974098,-7.056839133535469,22.095091457810753,-13.641075474544348,-7.160130253587889,23.128416679738024,-4.72362099983633,3.109663597017539,-2.9285811963617903
0.83,-9.049263915107158,-10.331177038450038,26.284674353117815,-12.819131233428802,-5.191257440538763,23.397082632982062,-12.911534707531871,-5.265974427568744,24.007881068259454,-3.862270792424713,5.065202610881294,-2.2767932848583605
0.84,-9.173442086275571,-10.373088298404827,26.524029610080394,-11.99646212129256,-3.1666405945802527,24.42617913435845,-12.060779084657552,-3.214093004415234,24.5956528738081,-2.887336998381981,7.158995293989593,-1.9283767362722948
0.85,-9.288789566221023,-10.394071578001562,26.772199317367512,-11.052820117805382,-1.0107105922341404,25.15581211131537,-11.086474954663181,-1.0327333461472579,24.869809238879427,-1.797685388442158,9.361338231854305,-1.9023900784880858
0.86,-9.394096751542879,-10.392973440512689,27.026070746085605,-9.988766889698102,1.2437878000828881,25.563076046830062,-9.989498091114543,1.2448222543714538,24.81297267990133,-0.595401339571664,11.637795694884144,-2.2130980661842763
0.87,-9.488175987023286,-10.368991122496308,27.28232551705282,-8.808151354730214,3.559569326897507,25.629944532652928,-8.774091619419039,3.580756372842206,24.41343295304222,0.7140843676042472,13.949747495338514,-2.868892564010597
0.88,-9.56989493034536,-10.321714311970116,27.537494160207267,-7.51819381624756,5.8955820204825145,25.344403706043238,-7.447945184616169,5.933510011037265,23.66614171663446,2.1219497457291903,16.255224323007383,-3.871352443572807
0.89,-9.638210296572488,-10.251157764476325,27.788021267966474,-6.129474679038367,8.208062166736418,24.701424269454122,-6.022174821927476,8.258858647169763,22.573502012334206,3.6160354746450123,18.510016411646088,-5.214519255632268
0.9,-9.692200942932713,-10.157782096621862,28.030339233579323,-4.655811536891488,10.451836044927228,23.703693925438586,-4.511187321398335,10.511235141043459,21.145879229163935,5.181013621534378,20.669017237665322,-6.884460004415388
0.91,-9.73109912084618,-10.042500563521285,28.260947821119682,-3.114014426751055,12.58180967620575,22.362040881793433,-2.9324191894919047,12.645239324680952,19.401772883627697,6.798679931354275,22.687739888202238,-8.859174937491986
0.92,-9.754318657142296,-9.906670326313616,28.4764961983691,-1.5235166917132048,14.55456608412272,20.695495998467933,-1.3059482785489025,14.617252315844159,17.367609000259716,8.448370378593394,24.523922642157775,-11.108887198109386
0.93,-9.761478843917931,-9.752067607482447,28.6738636546591,0.09411236435484582,16.32997341612248,18.730965222473003,0.34601480517601724,16.38705752098943,15.077139714973198,10.107493649093948,26.139125128471875,-13.596723939685903
0.94,-9.752422923749599,-9.58084714588234,28.850235084875756,1.715757778672593,17.872699278200848,16.502513108108502,1.9997390948199734,17.919362533514665,12.570467444299993,11.752162018569573,27.500209679397003,-16.279767640575763
0.95,-9.727230252849363,-9.39548740910003,29.003167484495965,3.317428437493337,19.153528512963973,14.050289407407178,3.6306643920287156,19.18511838615837,9.89274221825879,13.35789464487808,28.5806057952584,-19.110425266237172
0.96,-9.68622149890663,-9.198723995797812,29.130644171348163,4.87497503108818,20.150393875923854,11.419160340343296,5.214139028961564,20.162545319124963,7.092608833954685,14.900360527868195,29.361269314922772,-22.038035337393477
0.97,-9.629956563700997,-8.993474465125272,29.23111419384759,6.364820985757245,20.84905067683332,8.657130605650195,6.726167549407623,20.83779636525962,4.2205018296862615,16.35612411310862,29.831270830384895,-25.010612364161325
0.98,-9.55922528702451,-8.782758380827962,29.303515335154835,7.764669061965481,21.243355134664284,5.813658443424217,8.144129976704242,21.205219249447136,1.3268981872163488,17.703355263728753,29.987977630275097,-27.976617147938487
0.99,-9.47503135779382,-8.569616599689434,29.347280185296597,9.054147581043868,21.335138603108962,2.937972178870254,9.447435930564271,21.267209945013416,-1.539361298190816,18.922467288358092,29.836826544702852,-30.886641483487413
1.0,-9.37857019964072,-8.357033749181921,29.362325823627515,10.215364504587985,21.13370212085593,0.07749214779596514,10.61808149922371,21.03368383586309,-4.332580803972487,19.99665169886443,29.39071758504501,-33.694906627600005
1.01,-9.271201883979332,-8.147867447696122,29.349028629245232,11.233344362832103,20.654984216696576,-2.723552313159786,11.641083944713715,20.52121905619813,-7.011466243390311,20.912285828693047,28.669086503894253,-36.36049487263554
1.02,-9.154420332044808,-7.9447871765084965,29.30818653039549,12.096331555363111,19.92047654846811,-5.4252428186564,12.504778216646272,19.751948206041742,-9.540073322015077,21.65919854869108,27.696735382550237,-38.848259852410564
1.03,-9.029820185640428,-7.750224894449531,29.240971555550015,12.795952911908977,18.955974896560658,-7.99278695298004,13.200968917022474,18.75228740593078,-11.888418798002256,22.230789102662904,26.50251230038031,-41.12939035355227
1.04,-8.899062750707893,-7.5663385850773075,29.148875831103606,13.327241656305855,17.79025669883998,-10.397013687904277,13.724940822136688,17.55159502407829,-14.03275506543015,22.62400357284458,25.117933609155596,-43.181630896533754
1.05,-8.763842353809192,-7.394989032333617,29.03365418843208,13.688533214755747,16.453771388106958,-12.614559748299058,14.075339466919042,16.180847115512677,-15.955532972269888,22.839181820728236,23.575836147846296,-44.98918716070197
1.06,-8.625854312206142,-7.2377293124012905,28.897266329101004,13.881249998048517,14.977417946474564,-14.627778277645206,14.25393998277555,14.671404375630454,-17.645096973992217,22.879794294981693,21.909133688031744,-46.542363303093225
1.07,-8.486765521756652,-7.095805824980938,28.74182110372595,13.90959696775714,13.391467591393798,-16.424416052074278,14.26532696829708,13.053928544160843,-19.095169157016493,22.752092490053734,20.149734369141783,-47.83699026074244
1.08,-8.348188434278693,-6.970169200749873,28.569524949827443,13.780192335288204,11.724670799932484,-17.997113959540854,14.116510553233239,11.35748717885806,-20.304184212136935,22.46469898751193,18.327656379607934,-48.87370916196438
1.09,-8.211658948431257,-6.861493123894189,28.382635970205218,13.501658245370676,10.003569212621544,-19.34278784345532,13.816504122056186,9.608866823844663,-21.274536812777498,22.028163070487444,16.470359947738853,-49.65717278298271
1.1,-8.078618494568245,-6.770198989456003,28.183424572234713,13.084195051122416,8.252016131069627,-20.461944091166053,13.375887709477773,7.832097628137767,-22.01179734839701,21.45450620404602,14.602296617593769,-50.195221920631724
1.11,-7.950400369952758,-6.6964843498920095,27.97414107451205,12.539160200607489,6.49089553912604,-21.357977879267835,12.806378292950708,6.048178625625594,-22.523943148439837,20.756778662903464,12.744662975517603,-50.49808422295189
1.12,-7.828220187360875,-6.640353259793065,27.75699025063329,11.878669275678106,4.73801943407508,-22.036493228835766,12.120424553580799,4.274982754259195,-22.820641784085677,19.948644740941674,10.91533601405226,-50.57763203471897
1.13,-7.713170144151669,-6.601646865022734,27.53411243656254,11.115232791289351,3.00817682018536,-22.50467432930762,11.330839605085776,2.52731432005804,-22.91261213781199,19.044009749237446,9.128961185080774,-50.44672457437453
1.14,-7.606216702895781,-6.5800728668961765,27.307570581579164,10.26143835999604,1.3133046589271995,-22.770728071087404,10.45048108670017,0.8170886490549326,-22.811078755537988,18.05669778959595,7.397161515951109,-50.11864933711715
1.15,-7.508201197767435,-6.575232792460012,27.079342467167503,9.32968405307423,-0.33724919828655064,-22.84340918449869,9.491984180098244,-0.8463964863206491,-22.52732625779314,17.00018537786568,5.728836306139363,-49.60666872496064
1.16,-7.419842839686133,-6.586646294020833,26.851317240988354,8.331965456653005,-1.936399250502637,-22.73163230039993,8.467549747880662,-2.456126147502319,-22.072353660883056,15.887392587566795,4.1305201465185135,-48.92367090187141
1.17,-7.341743582562172,-6.613771967508404,26.625295398416107,7.279716150537681,-3.4789567190888313,-22.444169830125205,7.388787017588013,-4.006995394761007,-21.45662343941848,14.730530600150185,2.606776572747397,-48.081918837834586
1.18,-7.274394327043751,-6.65602440952776,26.40299137530847,6.183699175159916,-4.9612460701682455,-21.989430795489113,6.266608089533771,-5.49541948496653,-20.68989693211777,13.541002416577523,1.1606049245612295,-47.092888307426236
1.19,-7.218181970823574,-6.712787422352883,26.186037976913678,5.05394548470691,-6.3807205484474645,-21.375313459104298,5.111170008547322,-6.918944019245672,-19.781146004893237,12.329351979370896,-0.20615659689278942,-45.96718398180691
1.2,-7.173396860141937,-6.7834234245262675,25.975991945455817,3.899734356156692,-7.735589598842962,-20.609123560038853,3.931859147212653,-8.275867919340907,-18.738530423835606,11.10525600735459,-1.4924444948146398,-44.71452236929142
1.21,-7.140240250623918,-6.867279235328673,25.77434005203939,2.7296101529524552,-9.024467509301221,-19.697549863737393,2.737312114852734,-9.564888532199934,-17.569430825729235,9.877552365476653,-2.697609296871261,-43.34377087776862
1.22,-7.118831442901684,-6.963688479460893,25.58250517901986,1.551429634407917,-10.246049665184497,-18.6466893045612,1.535467234791519,-10.784775198401995,-16.280528195014117,8.654298677693204,-3.8210867189411024,-41.863033374033975
1.23,-7.109214316446267,-7.071970910255034,25.401851931558298,0.37243406191232786,-11.39882053415793,-17.462114976812167,0.33364072414925006,-11.934075340267574,-14.87792209347693,7.442855040595517,-4.86210443001254,-40.27977402503522
1.24,-7.111363041448065,-7.1914289824033855,25.233691378765982,-0.8006594095532016,-12.480795907879363,-16.148981396047375,-0.86137802603764,-13.010855534218821,-13.36728132023855,6.2499850154104255,-5.819426551815436,-38.60097269900453
1.25,-7.1251868020766365,-7.321342025190381,25.079284574693908,-1.9615522311374445,-13.489300975822237,-14.712162627808219,-2.0432173179235433,-14.012479089263762,-11.75402203021682,5.081969484153094,-6.691137064073381,-36.83330660491073
1.26,-7.1505334143910035,-7.460958380644198,24.939844548074735,-3.1042496625319416,-14.420785431578214,-13.156419924022366,-3.2058050304482792,-14.935421291203474,-10.043509476560798,3.9447283839427243,-7.474462910559276,-34.98335402463553
1.27,-7.187191768540321,-7.6094858832441945,24.81653647907777,-4.222941147038739,-15.270676929776453,-11.486596307997594,-4.343246040257765,-15.775123604901347,-8.2412803679542,2.8439457282825558,-8.165637721657152,-33.05781684703197
1.28,-7.234893068139405,-7.76608107329231,24.710475804263687,-5.31188005152905,-16.03327472791719,-9.707836020931992,-5.449699421830576,-16.525888658364302,-6.353283272391129,1.7851936463088292,-8.759807585071993,-31.06375907665482
1.29,-7.2933108806073825,-7.929837558255221,24.622724011066165,-6.365266776478382,-16.701686158649977,-7.8258268177712225,-6.519259485321266,-17.18081865740644,-4.386134501352087,0.7740513952861168,-9.25098109915122,-29.00885851241825
1.3,-7.3620600518082115,-8.099773967703923,24.554281904738982,-7.377139158957116,-17.267809571209902,-5.8470627229948064,-7.5458446359271605,-17.731800883495957,-2.347386433413434,-0.18378458411894893,-9.632026915792034,-26.901668338152415
1.31,-7.440694577594055,-8.274821989120008,24.50608015853645,-8.341274115259534,-17.722368429806117,-3.7791239844292335,-8.523098072708615,-18.169544982301066,-0.24580425921623536,-1.0824034951145602,-9.894722993181057,-24.751884417752684
